"Suanda2013b	""Suanda"	 S. H.	 & Namy	 L.L. (2013). The Organization of Words and Symbolic Gestures in 18-Month-Olds’ Lexicons: Evidence From a Disambiguation Task. Infancy. 18(2)	" 276-288.""	Suanda & Namy (2013)	yes	gesture	Alvaro Iturralde	1	gesture	behavior	familiarization	FC	target_selection	within_two	70	American English	typical	experimental		32		560		0.4	0.54	0.04	0.04	-2.46						65		11		0.5		6				toys	paper	FN		"																																
"Hyde2016	""Hyde"	 Grace (2016) Using a Fast Mapping Approach to Investigate Children’s Learning about Artefacts. PhD thesis	" University of Essex.""	Hyde (2015)	no	action	Alvaro Iturralde	1	verbal	behavior	test_only	FC	target_selection	within_one	63	British English	typical	verbal		45		1766		0.88										365				0.62		1				object	paper	FN		"																																		
"Hilton2016	""Hilton"	 M. & Westermann	 G. (2016).The effect of shyness on children's formation and retention of novel word–object mappings*. Journal of Child Language	" Cambridge University Press.""	Hilton & Westermann (2016)	yes	Alvaro Iturralde	1	experimental	behavior	familiarization	FC	target_selection	within_one	62	British English	typical	experimental		32		739		0.59		0.32		4.6		0.81				40		9		0.5		7			N_AFC-3	toys	paper	NNF			"																																	
"markman1988	""Markman"	 E. M.	 & Wachtel	 G. F. (1988). Children's use of mutual exclusivity to constrain the meanings of words. Cognitive psychology	 20(2)	" 121-157.""	Marman & Wachtel (1988)	yes	Molly Lewis	3	experimental	behavior	test_only	FC	target_selection	within_one	markman1988	English	typical	experimental		15		1308.78584		0.85	0.5			6.81												4			N_AFC-2	objects	paper/author	NN - subordinate	typical	markman	"																															
"merriman1989	""Merriman"	 W. E.	 Bowman	 L. L.	 & MacWhinney	 B. (1989). The mutual exclusivity bias in children's word learning. Monographs of the society for research in child development	" i-129.""	Merriman et al. (1989)	yes	Molly Lewis	1	experimental	behavior	test_only	FC	target_selection	within_one	1	English	typical	experimental		12		730.48512		0.4583	0.5	0.17944														4			N_AFC-2	objects	paper/author	NN-no label	typical	merriman	"																														
"merriman1989	""Merriman"	 W. E.	 Bowman	 L. L.	 & MacWhinney	 B. (1989). The mutual exclusivity bias in children's word learning. Monographs of the society for research in child development	" i-129.""	Merriman et al. (1989)	yes	Molly Lewis	1	experimental	behavior	test_only	FC	target_selection	within_one	1	English	typical	experimental		12		730.48512		0.3369	0.5	0.1935														4			N_AFC-2	objects	paper/author	NN-no label	typical	merriman	"																														
"merriman1989	""Merriman"	 W. E.	 Bowman	 L. L.	 & MacWhinney	 B. (1989). The mutual exclusivity bias in children's word learning. Monographs of the society for research in child development	" i-129.""	Merriman et al. (1989)	yes	Molly Lewis	1	experimental	behavior	test_only	FC	target_selection	within_one	2	English	typical	experimental		12		1095.72768		0.5625	0.5	0.21651														4			N_AFC-2	objects	paper/author	NN-no label	typical	merriman	"																														
"merriman1989	""Merriman"	 W. E.	 Bowman	 L. L.	 & MacWhinney	 B. (1989). The mutual exclusivity bias in children's word learning. Monographs of the society for research in child development	" i-129.""	Merriman et al. (1989)	yes	Molly Lewis	1	experimental	behavior	test_only	FC	target_selection	within_one	2	English	typical	experimental		12		1095.72768		0.3125	0.5	0.32201														4			N_AFC-2	objects	paper/author	NN-no label	typical	merriman	"																														
"merriman1989	""Merriman"	 W. E.	 Bowman	 L. L.	 & MacWhinney	 B. (1989). The mutual exclusivity bias in children's word learning. Monographs of the society for research in child development	" i-129.""	Merriman et al. (1989)	yes	Molly Lewis	1	experimental	behavior	test_only	FC	target_selection	within_one	3	English	typical	experimental		12		1460.97024		0.5208	0.5	0.16714														4			N_AFC-2	objects	paper/author	NN-no label	typical	merriman	"																														
"merriman1989	""Merriman"	 W. E.	 Bowman	 L. L.	 & MacWhinney	 B. (1989). The mutual exclusivity bias in children's word learning. Monographs of the society for research in child development	" i-129.""	Merriman et al. (1989)	yes	Molly Lewis	1	experimental	behavior	test_only	FC	target_selection	within_one	3	English	typical	experimental		12		1460.97024		0.3817	0.5	0.2694														4			N_AFC-2	objects	paper/author	NN-no label	typical	merriman	"																														
markman2003	"Markman, Wasow, & Hansen (2003)"	"Markman, E. M., Wasow, J. L., & Hansen, M. B. (2003). Use of the mutual exclusivity assumption by young word learners. Cognitive psychology, 47(3), 241-275."	yes	"Molly Lewis, Michael Frank"	1	behavior	target_selection	American English	typical	typical	experimental	16	575.92		0.65	0.5	0.31	NA	NA	0.483870968	0.128658299	0	NA	NA	NA	3	objects	N_AFC-2	NA	127	FN	markman	paper	"Markman, Wasow, & Hansen (2003)"	"Markman, E. M., Wasow, J. L., & Hansen, M. B. (2003). Use of the mutual exclusivity assumption by young word learners. Cognitive psychology, 47(3), 241-275."	yes
markman2003	"Markman, Wasow, & Hansen (2003)"	"Markman, E. M., Wasow, J. L., & Hansen, M. B. (2003). Use of the mutual exclusivity assumption by young word learners. Cognitive psychology, 47(3), 241-275."	yes	"Molly Lewis, Michael Frank"	2	behavior	target_selection	American English	typical	typical	experimental	16	583.36		0.48	0.5	0.32	NA	NA	-0.0625	0.125061035	60.84	NA	NA	NA	3	objects	N_AFC-2	NA	162	FN	markman	paper	"Markman, Wasow, & Hansen (2003)"	"Markman, E. M., Wasow, J. L., & Hansen, M. B. (2003). Use of the mutual exclusivity assumption by young word learners. Cognitive psychology, 47(3), 241-275."	yes
merriman1995	Merriman & Marazita (1995)	"Merriman, W. E., & Marazita, J. M. (1995). The effect of hearing similar-sounding words on two-year-olds' disambiguation of novel noun reference. Developmental Psychology,31, 973-984."	yes	Molly Lewis	2	behavior	target_selection	NA	typical	typical	matched	16	760.9219	1	0.64	0.5	0.3	NA	NA	NA	NA	NA	NA	NA	NA	4	paper	N_AFC-2	NA	NA	FN	merriman	paper	Merriman & Marazita (1995)	"Merriman, W. E., & Marazita, J. M. (1995). The effect of hearing similar-sounding words on two-year-olds' disambiguation of novel noun reference. Developmental Psychology,31, 973-984."	yes
merriman1995	Merriman & Marazita (1995)	"Merriman, W. E., & Marazita, J. M. (1995). The effect of hearing similar-sounding words on two-year-olds' disambiguation of novel noun reference. Developmental Psychology,31, 973-984."	yes	Molly Lewis	3	behavior	target_selection	NA	typical	typical	matched	16	821.7956	1	0.61	0.5	0.26	NA	NA	NA	NA	NA	NA	NA	NA	4	paper	N_AFC-2	NA	NA	FN	merriman	paper	Merriman & Marazita (1995)	"Merriman, W. E., & Marazita, J. M. (1995). The effect of hearing similar-sounding words on two-year-olds' disambiguation of novel noun reference. Developmental Psychology,31, 973-984."	yes
merriman1995	Merriman & Marazita (1995)	"Merriman, W. E., & Marazita, J. M. (1995). The effect of hearing similar-sounding words on two-year-olds' disambiguation of novel noun reference. Developmental Psychology,31, 973-984."	yes	Molly Lewis	3	behavior	target_selection	NA	typical	typical	low repetition	16	821.7956	1	0.47	0.5	0.28	NA	NA	NA	NA	NA	NA	NA	NA	4	paper	N_AFC-2	NA	NA	FN	merriman	paper	Merriman & Marazita (1995)	"Merriman, W. E., & Marazita, J. M. (1995). The effect of hearing similar-sounding words on two-year-olds' disambiguation of novel noun reference. Developmental Psychology,31, 973-984."	yes
wall2015	"Wall, Merriman, & Scofield (2015)"	"Wall, J. L., Merriman, W. E., & Scofield, J. (2015). Young childrenäó»s disambiguation across the senses. Cognitive Development, 35, 163-177. Doi: 10.1016/j.cogdev.2015.06.001"	yes	Molly Lewis	1	behavior	target_selection	NA	typical	typical	young	25	1308.786	1	0.4807692	0.5	0.3868015	NA	NA	NA	NA	NA	NA	NA	NA	2	objects	N_AFC-2	NA	NA	NN	scofield	paper - some calculations	"Wall, Merriman, & Scofield (2015)"	"Wall, J. L., Merriman, W. E., & Scofield, J. (2015). Young childrenäó»s disambiguation across the senses. Cognitive Development, 35, 163-177. Doi: 10.1016/j.cogdev.2015.06.001"	yes
wall2015	"Wall, Merriman, & Scofield (2015)"	"Wall, J. L., Merriman, W. E., & Scofield, J. (2015). Young childrenäó»s disambiguation across the senses. Cognitive Development, 35, 163-177. Doi: 10.1016/j.cogdev.2015.06.001"	yes	Molly Lewis	1	behavior	target_selection	NA	typical	typical	old	30	1674.028	1	0.5333333	0.5	0.413841	NA	NA	NA	NA	NA	NA	NA	NA	2	objects	N_AFC-2	NA	NA	NN	scofield	paper - some calculations	"Wall, Merriman, & Scofield (2015)"	"Wall, J. L., Merriman, W. E., & Scofield, J. (2015). Young childrenäó»s disambiguation across the senses. Cognitive Development, 35, 163-177. Doi: 10.1016/j.cogdev.2015.06.001"	yes
wall2015	"Wall, Merriman, & Scofield (2015)"	"Wall, J. L., Merriman, W. E., & Scofield, J. (2015). Young childrenäó»s disambiguation across the senses. Cognitive Development, 35, 163-177. Doi: 10.1016/j.cogdev.2015.06.001"	yes	Molly Lewis	2	behavior	target_selection	NA	typical	typical	young	32	1308.786	1	0.6175	0.5	0.33	NA	NA	NA	NA	NA	NA	NA	NA	4	objects	N_AFC-2	NA	NA	NN	scofield	paper - some calculations	"Wall, Merriman, & Scofield (2015)"	"Wall, J. L., Merriman, W. E., & Scofield, J. (2015). Young childrenäó»s disambiguation across the senses. Cognitive Development, 35, 163-177. Doi: 10.1016/j.cogdev.2015.06.001"	yes
wall2015	"Wall, Merriman, & Scofield (2015)"	"Wall, J. L., Merriman, W. E., & Scofield, J. (2015). Young childrenäó»s disambiguation across the senses. Cognitive Development, 35, 163-177. Doi: 10.1016/j.cogdev.2015.06.001"	yes	Molly Lewis	2	behavior	target_selection	NA	typical	typical	old	32	1643.591	1	0.875	0.5	0.22	NA	NA	NA	NA	NA	NA	NA	NA	4	objects	N_AFC-2	NA	NA	NN	scofield	paper - some calculations	"Wall, Merriman, & Scofield (2015)"	"Wall, J. L., Merriman, W. E., & Scofield, J. (2015). Young childrenäó»s disambiguation across the senses. Cognitive Development, 35, 163-177. Doi: 10.1016/j.cogdev.2015.06.001"	yes
preissler2005	Preissler & Carey (2005)	"Preissler, M. A., & Carey, S. (2005). The role of inferences about referential intent in word learning: Evidence from autism. Cognition, 97(1), B13-B23."	yes	Molly Lewis	2	behavior	target_selection	English	typical	typical	experimental	20	730.48512		0.79	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	N_AFC-2	NA	NA	FN	NA	NA	Preissler & Carey (2005)	"Preissler, M. A., & Carey, S. (2005). The role of inferences about referential intent in word learning: Evidence from autism. Cognition, 97(1), B13-B23."	yes
vincent-smith1974	Vincent-Smith et al (1974)	"Vincent-Smith, L., Bricker, D., & Bricker, W. (1974). Acquisition of receptive vocabulary in the toddler-age child. Child Development, 189-193."	yes	Molly Lewis	1	behavior	target_selection	English	typical	typical	experimental	7	669.61136		0.832	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	50	NA	N_AFC-2	NA	NA	FN	NA	NA	Vincent-Smith et al (1974)	"Vincent-Smith, L., Bricker, D., & Bricker, W. (1974). Acquisition of receptive vocabulary in the toddler-age child. Child Development, 189-193."	yes
vincent-smith1974	Vincent-Smith et al (1974)	"Vincent-Smith, L., Bricker, D., & Bricker, W. (1974). Acquisition of receptive vocabulary in the toddler-age child. Child Development, 189-193."	yes	Molly Lewis	1	behavior	target_selection	English	typical	typical	experimental	7	882.66952		0.91	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	50	NA	N_AFC-2	NA	NA	FN	NA	NA	Vincent-Smith et al (1974)	"Vincent-Smith, L., Bricker, D., & Bricker, W. (1974). Acquisition of receptive vocabulary in the toddler-age child. Child Development, 189-193."	yes
hollich2000	Hollich et al. (2000)	"Hollich, G. J., Hirsh-Pasek, K., Golinkoff, R. M., Brand, R. J., Brown, E., Chung, H. L., ... & Bloom, L. (2000). Breaking the language barrier: An emergentist coalition model for the origins of word learning. Monographs of the society for research in child development, i-135."	yes	Molly Lewis	3	behavior	target_selection	English	typical	typical	experimental	32	395.67944	1	0.43	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	N_AFC-2	NA	NA	NN	NA	NA	Hollich et al. (2000)	"Hollich, G. J., Hirsh-Pasek, K., Golinkoff, R. M., Brand, R. J., Brown, E., Chung, H. L., ... & Bloom, L. (2000). Breaking the language barrier: An emergentist coalition model for the origins of word learning. Monographs of the society for research in child development, i-135."	yes
hollich2000	Hollich et al. (2000)	"Hollich, G. J., Hirsh-Pasek, K., Golinkoff, R. M., Brand, R. J., Brown, E., Chung, H. L., ... & Bloom, L. (2000). Breaking the language barrier: An emergentist coalition model for the origins of word learning. Monographs of the society for research in child development, i-135."	yes	Molly Lewis	3	behavior	target_selection	English	typical	typical	experimental	32	395.67944	1	66.9	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	N_AFC-2	NA	NA	NN	NA	NA	Hollich et al. (2000)	"Hollich, G. J., Hirsh-Pasek, K., Golinkoff, R. M., Brand, R. J., Brown, E., Chung, H. L., ... & Bloom, L. (2000). Breaking the language barrier: An emergentist coalition model for the origins of word learning. Monographs of the society for research in child development, i-135."	yes
sugimura1997	Sugimura & Sato (1996)	"Sugimura, T., & Sato, N. (1996). Factors Affecting Assumptions about Mutual Exclusivity and Novel Name-Nameless Category. Perceptual and motor skills, 82(3_suppl), 1147-1153."	yes	Molly Lewis	1	behavior	target_selection	Japanese	typical	typical	experimental	48	2154.931		1	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	paper	N_AFC-4	NA	NA	FN	NA	NA	Sugimura & Sato (1996)	"Sugimura, T., & Sato, N. (1996). Factors Affecting Assumptions about Mutual Exclusivity and Novel Name-Nameless Category. Perceptual and motor skills, 82(3_suppl), 1147-1153."	yes
