study_ID,short_cite,long_cite,peer_reviewed,coder,expt_num,response_mode,dependent_measure,native_lang,infant_type,infant_type2,group_name_1,n_1,mean_age_1,same_infant,x_1,x_2,SD_1,t,F,d,d_var,age_range_1,age_range_2,n_excluded_1,gender_1,num_trials,object_stimulus,N_AFC,mean_comprehension_vocab,mean_production_vocab,ME_trial_type,lab_group,data_source,expt_condition,exposure_phase,method,participant_design,group_name_2,n_2,mean_age_2,SD_2,r,corr,n_excluded_2,gender_2,N_Langs,d_notes,d_calc,d_var_calc,g_calc,g_var_calc,r_calc,r_var_calc,z_calc,z_var_calc,log_odds_calc,log_odds_var_calc,es_method
byers2009,Byers-Heinlein & Werker (2009),"ByersäóHeinlein, K., & Werker, J. F. (2009). Monolingual, bilingual, trilingual: infants' language experience influences the development of a wordäólearning heuristic. Developmental science, 12(5), 815-823.",yes,Molly Lewis,1,eye-tracking,looking_time_change,Canadian English - others,multilingual,trilingual,experimental,16,547.86384,83,-0.03,0,0.24,-0.56,NA,NA,NA,NA,NA,NA,NA,6,digital,N_AFC-2,202,75,FN,byers-heinlein,paper,experimental,test_only,FC,within_one,NA,NA,NA,NA,NA,NA,NA,NA,NA,proportion increased looking to target above baseline,-0.125,0.06298828125,-0.11830357142857142,0.056420306770169,-0.06237828615518053,0.01556396668833238,-0.06245938125554025,0.07692307692307693,-0.22672492052927723,0.20722313928068478,group_means_one
byers2009,Byers-Heinlein & Werker (2009),"ByersäóHeinlein, K., & Werker, J. F. (2009). Monolingual, bilingual, trilingual: infants' language experience influences the development of a wordäólearning heuristic. Developmental science, 12(5), 815-823.",yes,"Molly Lewis, Michael Frank",1,eye-tracking,looking_time_change,Canadian English,typical,typical,experimental,16,545.48,84,0.12,0,0.18,2.63,NA,0.66,0.13180625,12.168,NA,NA,NA,6,digital,N_AFC-2,260,76,FN,byers-heinlein,paper,experimental,test_only,FC,within_one,NA,NA,NA,NA,NA,NA,NA,NA,NA,proportion increased looking to target above baseline,0.6666666666666666,0.0763888888888889,0.6309523809523809,0.06842359339569161,0.3162277660168379,0.013921874999999998,0.32745015023725843,0.07692307692307693,1.2091995761561452,0.2513093713240346,group_means_one
byers2013,Byers-Heinlein & Werker (2013),"Byers-Heinlein, K., & Werker, J. F. (2013). Lexicon structure and the disambiguation of novel words: Evidence from bilingual infants. Cognition, 128(3), 407-416.",yes,Molly Lewis,1,eye-tracking,looking_time_change,Canadian English - Chinese,multilingual,bilingual,experimental,20,517.42696,85,0.06,0,0.3,0.89,NA,0.2,NA,NA,NA,NA,NA,12,digital,N_AFC-2,NA,61,FN,byers-heinlein,paper,experimental,test_only,FC,within_one,NA,NA,NA,NA,NA,NA,NA,NA,NA,proportion increased looking to target above baseline,0.2,0.051000000000000004,0.19166666666666668,0.04683854166666668,0.09950371902099893,0.012375024386077465,0.09983407889920753,0.058823529411764705,0.3627598728468436,0.1677832748185191,group_means_one
choi2014,Choi & Hwang (2014),"Choi, I. & Hwang, M. (2014). Korean Late-Talkersäó» Use of the Mutual Exclusivity Assumption on First versus Second Label Learning. Commun Sci Disord. 19(3), 24-35. DOI: https://doi.org/10.12963/csd.14170",yes,Alvaro Iturralde,1,behavior,target_selection,Korean,NT,late_talkers,late talkers,14,858,15,0.714,0.5,0.13,NA,NA,NA,NA,335,NA,NA,NA,5,paper,N_AFC-2,NA,NA,FN,hwang,paper,experimental,test_only,FC,within_one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6461538461538459,0.16820794590025356,1.5432692307692304,0.14783901495139473,0.6354990500756132,0.008909091064600987,0.7505870543072468,0.09090909090909091,2.9857927995855578,0.5533819610517811,group_means_one
choi2014,Choi & Hwang (2014),"Choi, I. & Hwang, M. (2014). Korean Late-Talkersäó» Use of the Mutual Exclusivity Assumption on First versus Second Label Learning. Commun Sci Disord. 19(3), 24-35. DOI: https://doi.org/10.12963/csd.14171",yes,Alvaro Iturralde,1,behavior,target_selection,Korean,typical,typical,typical,15,819,16,0.76,0.5,0.136,NA,NA,NA,NA,335,NA,NA,NA,5,paper,N_AFC-2,NA,NA,FN,hwang,paper,experimental,test_only,FC,within_one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9117647058823528,0.1884948096885813,1.801470588235294,0.1673727951413771,0.6909812440797646,0.006723730469079549,0.8498311416979307,0.08333333333333333,3.467557608094828,0.620123067761641,group_means_one
davidson1997,Davidson et al (1997),"Davidson, D., Jergovic, D., Imami, Z., & Theodos, V. (1997). Monolingual and bilingual children's use of the mutual exclusivity constraint. Journal of child language, 24(1), 3-24.",yes,Molly Lewis,1,behavior,target_selection,English - Greek,multilingual,bilingual,experimental,16,1497.49425,17,0.6,0.5,NA,1.46,NA,NA,NA,NA,NA,NA,NA,6,objects,N_AFC-2,NA,NA,FN,theodos,paper,experimental,test_only,FC,within_one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.365,0.06666328125,0.34544642857142854,0.059712103645169,0.17953467533423673,0.015105653773286026,0.1815018241679089,0.07692307692307693,0.6620367679454895,0.2193134046720192,t_one
davidson1997,Davidson et al (1997),"Davidson, D., Jergovic, D., Imami, Z., & Theodos, V. (1997). Monolingual and bilingual children's use of the mutual exclusivity constraint. Journal of child language, 24(1), 3-24.",yes,Molly Lewis,1,behavior,target_selection,English - Urdu,multilingual,bilingual,experimental,16,1497.49425,98,0.65,0.5,0.2739726,NA,NA,NA,NA,NA,NA,NA,NA,6,objects,N_AFC-2,NA,NA,FN,theodos,paper - some calculations,experimental,test_only,FC,within_one,NA,NA,NA,NA,NA,NA,NA,NA,NA,SD imputed based on 3-4 greek bilinguals (from t),0.5475000054750001,0.07186738299984766,0.5181696480388394,0.06437355830566711,0.2640354312629388,0.014465062088792783,0.2704413140546014,0.07692307692307693,0.9930551618487861,0.23643421318335697,group_means_one
davidson1997,Davidson et al (1997),"Davidson, D., Jergovic, D., Imami, Z., & Theodos, V. (1997). Monolingual and bilingual children's use of the mutual exclusivity constraint. Journal of child language, 24(1), 3-24.",yes,Molly Lewis,1,behavior,target_selection,English - Greek,multilingual,bilingual,experimental,16,2264.5035,99,0.71,0.5,0.2739726,NA,NA,NA,NA,NA,NA,NA,NA,6,objects,N_AFC-2,NA,NA,FN,theodos,paper - some calculations,experimental,test_only,FC,within_one,NA,NA,NA,NA,NA,NA,NA,NA,NA,SD imputed based on 3-4 greek bilinguals (from t),0.7665000076649999,0.08086007067970141,0.725437507254375,0.07242855183012795,0.3578681688972052,0.013400455010020351,0.3744387995022399,0.07692307692307693,1.3902772265882999,0.26601896981759254,group_means_one
davidson1997,Davidson et al (1997),"Davidson, D., Jergovic, D., Imami, Z., & Theodos, V. (1997). Monolingual and bilingual children's use of the mutual exclusivity constraint. Journal of child language, 24(1), 3-24.",yes,Molly Lewis,1,behavior,target_selection,English - Urdu,multilingual,bilingual,experimental,16,2264.5035,100,0.67,0.5,0.2739726,NA,NA,NA,NA,NA,NA,NA,NA,6,objects,N_AFC-2,NA,NA,FN,theodos,paper - some calculations,experimental,test_only,FC,within_one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6205000062050002,0.07453188305313767,0.5872589344440181,0.06676022305365552,0.2963166043090331,0.014143186373810037,0.30547680377643877,0.07692307692307693,1.1254625167619576,0.24520006700090827,group_means_one
davidson1997,Davidson et al (1997),"Davidson, D., Jergovic, D., Imami, Z., & Theodos, V. (1997). Monolingual and bilingual children's use of the mutual exclusivity constraint. Journal of child language, 24(1), 3-24.",yes,Molly Lewis,1,behavior,target_selection,English,typical,typical,monolingual-young,16,1497.49425,111,0.69,0.5,0.2739726,NA,NA,NA,NA,NA,NA,NA,NA,6,objects,N_AFC-2,NA,NA,FN,theodos,paper - some calculations,experimental,test_only,FC,within_one,NA,NA,NA,NA,NA,NA,NA,NA,NA,SD imputed based on 3-4 greek bilinguals (from t),0.6935000069349998,0.0775294456130889,0.6563482208491962,0.06944522089514245,0.3276135048402182,0.01378728071012312,0.34015246768300944,0.07692307692307693,1.2578698716751284,0.25506165254565344,group_means_one
davidson1997,Davidson et al (1997),"Davidson, D., Jergovic, D., Imami, Z., & Theodos, V. (1997). Monolingual and bilingual children's use of the mutual exclusivity constraint. Journal of child language, 24(1), 3-24.",yes,Molly Lewis,1,behavior,target_selection,English,typical,typical,monolingual-old,16,2264.5035,112,0.92,0.5,0.2739726,NA,NA,NA,NA,NA,NA,NA,NA,6,objects,N_AFC-2,NA,NA,FN,theodos,paper - some calculations,experimental,test_only,FC,within_one,NA,NA,NA,NA,NA,NA,NA,NA,NA,SD imputed based on 3-4 greek bilinguals (from t),1.5330000153300003,0.13594028271880565,1.4508750145087503,0.12176538716745058,0.6083482337558419,0.008494321708942355,0.706294948009465,0.07692307692307693,2.780554453176601,0.4472256042022853,group_means_one
deak2001,"Deak, Yen, & Pettit (2001)","Deak, G. O., Yen, L., & Pettit, J. (2001). By any other name: when will preschoolers produce several labels for a referent?. Journal of Child Language, 28(3), 787-804.",yes,Molly Lewis,1,behavior,target_selection,NA,typical,typical,3yo,20,1308.786,18,0.8,0.5,0.1833333,NA,NA,NA,NA,NA,NA,NA,NA,6,objects,N_AFC-2,NA,NA,FN,deak,paper,experimental,test_only,FC,within_one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6363639338843519,0.1169421731029368,1.5681821033058372,0.1074000166171069,0.6332378592237596,0.00628366438846234,0.74680311001306,0.058823529411764705,2.968035862935241,0.3847243287765662,group_means_one
deak2001,"Deak, Yen, & Pettit (2001)","Deak, G. O., Yen, L., & Pettit, J. (2001). By any other name: when will preschoolers produce several labels for a referent?. Journal of Child Language, 28(3), 787-804.",yes,Molly Lewis,1,behavior,target_selection,NA,typical,typical,4yo,20,1643.591,19,0.8833333,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,6,objects,N_AFC-2,NA,NA,FN,deak,paper,experimental,test_only,FC,within_one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9166664999999998,0.14184026180555626,1.8368053958333332,0.13026649044295013,0.6919053318732293,0.005022503609793236,0.8516017441882362,0.058823529411764705,3.476448479149023,0.4666357573892616,group_means_one
demarchena2011,de Marchena et al (2011),"de Marchena, A., Eigsti, I. M., Worek, A., Ono, K. E., & Snedeker, J. (2011). Mutual exclusivity in autism spectrum disorders: Testing the pragmatic hypothesis. Cognition, 119(1), 96-113.",yes,Molly Lewis,1,behavior,target_selection,English,NT,ASD,ASD- high-functioning,42,3926.35752,20,0.86,0.5,NA,31.7,NA,NA,NA,NA,NA,NA,NA,12,objects,N_AFC-2,NA,NA,NN,snedeker,paper,experimental,test_only,FC,within_one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.891416193798313,0.308642290249433,4.7997021401645945,0.29717671142024504,0.9256155040949425,2.2675216180332775e-4,1.626876703125938,0.02564102564102564,8.872047582516338,1.015392435402701,t_one
demarchena2011,de Marchena et al (2011),"de Marchena, A., Eigsti, I. M., Worek, A., Ono, K. E., & Snedeker, J. (2011). Mutual exclusivity in autism spectrum disorders: Testing the pragmatic hypothesis. Cognition, 119(1), 96-113.",yes,Molly Lewis,1,behavior,target_selection,English,typical,typical,experimental,40,3835.04688,21,0.87,0.5,NA,23.22,NA,NA,NA,NA,NA,NA,NA,12,objects,N_AFC-2,NA,NA,NN,snedeker,paper,experimental,test_only,FC,within_one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.671404363455488,0.19349012499999993,3.5989424352293926,0.18592772961932993,0.8781552855815525,5.797134644760079e-4,1.3676489708349528,0.02702702702702703,6.659190900282297,0.6365569964224431,t_one
diesendruck2001,Diesendruck & Markson (2001),"Diesendruck, G., & Markson, L. (2001). Children's avoidance of lexical overlap: A pragmatic account. Developmental psychology, 37(5), 630-641.",yes,Molly Lewis,1,behavior,target_selection,English,typical,typical,experimental,16,1278.34896,22,0.82,0.5,0.17,NA,NA,NA,NA,NA,NA,NA,NA,6,objects,N_AFC-2,NA,NA,NN,diesendruck,paper,experimental,test_only,FC,within_one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8823529411764701,0.17322664359861586,1.7815126050420163,0.15516378886113263,0.6853646990049909,0.00645741533587279,0.8391615322389105,0.07692307692307693,3.4142105679702914,0.5698928146822789,group_means_one
diesendruck2001,Diesendruck & Markson (2001),"Diesendruck, G., & Markson, L. (2001). Children's avoidance of lexical overlap: A pragmatic account. Developmental psychology, 37(5), 630-641.",yes,Molly Lewis,2,behavior,target_selection,English,typical,typical,experimental,16,1369.6596,23,0.78,0.5,0.22,5.38,NA,NA,NA,NA,NA,NA,NA,6,objects,N_AFC-2,NA,NA,NN,diesendruck,paper,experimental,test_only,FC,within_one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.272727272727273,0.11311983471074383,1.2045454545454546,0.10132449480308654,0.5368754921931593,0.010197368588438834,0.5997553999708465,0.07692307692307693,2.3084719181162776,0.372149339503886,group_means_one
estis2015,Estis & Beverly (2015),"Estis, J. M., & Beverly, B. L. (2015). Children with SLI exhibit delays resolving ambiguous reference. Journal of child language, 42(1), 180-195.",yes,Molly Lewis,1,behavior,target_selection,NA,NT,SLI,experimental,8,1552.281,24,0.56,0.5,0.26,NA,NA,NA,NA,NA,NA,NA,NA,10,objects,N_AFC-2,NA,NA,FN,estis,paper,experimental,test_only,FC,within_one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23076923076923098,0.1283284023668639,0.2019230769230771,0.09825143306213018,0.1146241079851306,0.0308340924019378,0.11513010629972774,0.2,0.41856908405405063,0.42218352159492195,group_means_one
estis2015,Estis & Beverly (2015),"Estis, J. M., & Beverly, B. L. (2015). Children with SLI exhibit delays resolving ambiguous reference. Journal of child language, 42(1), 180-195.",yes,Molly Lewis,1,behavior,target_selection,NA,NT,SLI,experimental,8,2617.571,25,0.96,0.5,0.07,NA,NA,NA,NA,NA,NA,NA,NA,10,objects,N_AFC-2,NA,NA,FN,estis,paper,experimental,test_only,FC,within_one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.57142857142857,2.823979591836734,5.749999999999999,2.1621093749999996,0.9566738804288584,4.3013649049537697e-4,1.90512281720689,0.2,11.919252964967715,9.290520469392787,group_means_one
estis2015,Estis & Beverly (2015),"Estis, J. M., & Beverly, B. L. (2015). Children with SLI exhibit delays resolving ambiguous reference. Journal of child language, 42(1), 180-195.",yes,Molly Lewis,1,behavior,target_selection,NA,typical,typical,experimental,8,1521.844,26,0.86,0.5,0.12,NA,NA,NA,NA,NA,NA,NA,NA,10,objects,N_AFC-2,NA,NA,FN,estis,paper,experimental,test_only,FC,within_one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.6875,2.625,0.5263671875,0.8320502943378437,0.005006827492034593,1.1947632172871094,0.2,5.441398092702654,2.2617843419163113,group_means_one
estis2015,Estis & Beverly (2015),"Estis, J. M., & Beverly, B. L. (2015). Children with SLI exhibit delays resolving ambiguous reference. Journal of child language, 42(1), 180-195.",yes,Molly Lewis,1,behavior,target_selection,NA,typical,typical,experimental,8,2617.571,27,0.95,0.5,0.11,NA,NA,NA,NA,NA,NA,NA,NA,10,objects,N_AFC-2,NA,NA,FN,estis,paper,experimental,test_only,FC,within_one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.090909090909091,1.1709710743801653,3.5795454545454546,0.896524728822314,0.8983843609192007,0.0021014558818260674,1.4637805078979307,0.2,7.420088308230891,3.852340423083605,group_means_one
evey1998,Evey & Merriman (1998),"Evey, J. A., & Merriman, W. E. (1998). The prevalence and the weakness of an early name mapping preference. Journal of child language, 25(1), 121-147.",yes,"Molly Lewis, Michael Frank",1,behavior,target_selection,American English,typical,typical,experimental,12,760.5,evey1998_1,0.66,0.5,0.22,NA,NA,0.727272727,0.17768595,91.26,NA,0.5,0.475,4,paper,N_AFC-2,367,NA,FN,merriman,paper,experimental,test_only,FC,within_one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7272727272727274,0.10537190082644629,0.6727272727272728,0.09015883264462812,0.34174306308670443,0.018149272970300074,0.35606475212809124,0.1111111111111111,1.3191268103521587,0.34665965871594856,group_means_one
evey1998,Evey & Merriman (1998),"Evey, J. A., & Merriman, W. E. (1998). The prevalence and the weakness of an early name mapping preference. Journal of child language, 25(1), 121-147.",yes,"Molly Lewis, Michael Frank",1,behavior,target_selection,American English,typical,typical,experimental,12,760.5,evey1998_1,0.81,0.5,0.21,NA,NA,1.476190476,0.212065382,91.26,NA,0.5,0.475,4,paper,N_AFC-2,367,NA,FN,merriman,paper,experimental,test_only,FC,within_one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4761904761904765,0.17413076341647774,1.3654761904761907,0.14899063444822377,0.5938522968371139,0.011808962276520445,0.6835961493807922,0.1111111111111111,2.6775133472028934,0.5728672496601062,group_means_one
evey1998,Evey & Merriman (1998),"Evey, J. A., & Merriman, W. E. (1998). The prevalence and the weakness of an early name mapping preference. Journal of child language, 25(1), 121-147.",yes,"Molly Lewis, Michael Frank",3,behavior,target_selection,American English,typical,typical,experimental,12,760.5,evey1998_1,0.88,0.5,0.25,NA,NA,1.52,0.2148,91.26,NA,0.75,0.5,4,paper,N_AFC-2,357,NA,FN,merriman,paper,experimental,test_only,FC,within_one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52,0.17959999999999998,1.4060000000000001,0.15367025,0.6050832675335579,0.011435512901838333,0.7011279877525849,0.1111111111111111,2.756975033636011,0.5908603168118828,group_means_one
evey1998,Evey & Merriman (1998),"Evey, J. A., & Merriman, W. E. (1998). The prevalence and the weakness of an early name mapping preference. Journal of child language, 25(1), 121-147.",yes,"Molly Lewis, Michael Frank",1,behavior,target_selection,American English,typical,typical,experimental,8,760.5,evey1998_3,0.83,0.5,0.19,NA,NA,1.736842105,0.344269391,91.26,NA,0.5,0.475,4,paper,N_AFC-2,367,NA,FN,merriman,paper,experimental,test_only,FC,within_one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7368421052631577,0.31353878116343487,1.519736842105263,0.24005312932825482,0.655686655446243,0.014522028500443828,0.7852094856078887,0.2,3.150283106301536,1.03150124482761,group_means_one
evey1998,Evey & Merriman (1998),"Evey, J. A., & Merriman, W. E. (1998). The prevalence and the weakness of an early name mapping preference. Journal of child language, 25(1), 121-147.",yes,"Molly Lewis, Michael Frank",3,behavior,target_selection,American English,typical,typical,experimental,12,760.5,evey1998_1,0.84,0.5,0.18,NA,NA,1.888888889,0.240997942,91.26,NA,0.75,0.5,4,paper,N_AFC-2,357,NA,FN,merriman,paper,experimental,test_only,FC,within_one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8888888888888888,0.23199588477366256,1.7472222222222222,0.19850147890946504,0.6866235329637165,0.008563945543285404,0.8415393310345319,0.1111111111111111,3.4260654657757446,0.7632358684655866,group_means_one
evey1998,Evey & Merriman (1998),"Evey, J. A., & Merriman, W. E. (1998). The prevalence and the weakness of an early name mapping preference. Journal of child language, 25(1), 121-147.",yes,"Molly Lewis, Michael Frank",1,behavior,target_selection,American English,typical,typical,experimental,8,760.5,evey1998_3,0.9,0.5,0.2,NA,NA,2,0.375,91.26,NA,0.5,0.475,4,paper,N_AFC-2,367,NA,FN,merriman,paper,experimental,test_only,FC,within_one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.375,1.75,0.287109375,0.7071067811865475,0.01171875,0.8813735870195429,0.2,3.6275987284684357,1.2337005501361697,group_means_one
